M4id,SMAPE,MASE,OWA
Y11530,1.1843749042036995,17.23079399033908,5.0677475684800655
Y11531,0.6466965370747159,9.101684455978772,2.649913157594276
Y11532,0.3885266429206721,7.712126875153158,2.699947025650272
Y11533,0.07513351051246671,3.594174565902344,1.506275702391627
Y11534,0.34292709945049116,8.234759630586456,1.86559175696493
Y11535,0.26754913247689155,10.96182508152381,1.3004508149400678
Y11536,0.3223738337874213,7.036874158320721,1.8948200481545823
Y11537,0.022125704897111572,1.504467296937407,0.6505763704694265
Y11538,0.03881882763322289,1.9025036294197826,1.1399095282812746
Y11539,0.09020186679324309,7.451706345967657,6.634119654554931
Y11540,0.026429118558785852,1.0306947329380713,0.4501335262937596
Y11541,0.13060190490606036,3.6304054435954725,0.9769096671530599
Y11542,0.08478054484818352,3.064958972366741,0.9775601147235251
Y11543,0.12632866708590973,3.48697398524932,1.2495823378065085
Y11544,0.039316686389763045,2.5215610120885144,1.9444223598710577
Y11545,0.09005246166947674,2.5846367671390933,1.1039373900616187
Y11546,0.025483650876642738,4.695515227916422,1.3930017869303444
Y11547,0.06522720269490069,1.3566199073691034,0.8262678144878088
Y11548,0.2465941314117542,4.913555250656735,1.7280680644032729
Y11549,0.5642163136971396,5.992998396633545,0.9423121360654276
Y11550,0.16549437133214492,1.6898408259370017,1.5796001742452237
Y11551,0.17535274859131592,8.975422608977759,10.337072328416232
Y11552,0.055291479808585696,2.058402481934858,0.47557601128191074
Y11553,0.12980727918308396,3.073006670238312,1.0231900348027039
Y11554,0.1224998201062969,3.1069615575476712,0.7568178650219999
Y11555,0.041486467346065765,2.326381114707129,0.6951723251541014
Y11556,0.08580222036258027,2.4478289166064098,0.5391505458154918
Y11557,0.09620842342164433,5.099435638251056,2.2404673987246086
Y11558,0.4187392531135779,10.139598603248324,2.146759350855678
Y11559,0.04171191019488273,4.869953323353498,8.865043249715145
Y11560,0.11987312007046208,4.669293312912998,2.0379350850225113
Y11561,0.05410416746300547,3.579252009423499,3.06389423044799
Y11562,0.09681905137326685,3.34795856370494,2.266277496123733
Y11563,0.05958728098508345,2.8156413771056683,1.333647674064251
Y11564,0.043555564099668494,1.7988604951335652,2.230974599161871
Y11565,0.11805489911821711,4.395008169222516,3.099735892132358
Y11566,0.43188936612647155,8.163442989487177,2.4463446182404844
Y11567,0.8886966492754702,4.580336272623036,1.5960983673306228
Y11568,0.31587100346045066,5.819467784872646,1.79612634662857
Y11569,0.3417982068795958,4.6327608471922455,1.66214572014246
Y11570,0.3110927953129738,4.799687221680205,8.289292062450759
Y11571,0.22562693609086895,3.607711172912422,1.1009362769890019
Y11572,0.11184334599505567,5.299573526084061,1.4651590988079668
Y11573,0.17786655861431155,9.809328493709803,3.4148887449221297
Y11574,0.12588855335911206,1.9440004900138168,1.379501109746835
Y11575,0.16689150497934843,8.164560497050415,2.4652312554981926
Y11576,0.1372339670349019,3.477102753984029,1.0590300907374774
Y11577,0.09703080108424411,6.387065032655988,3.3384506737497452
Y11578,0.2185031395840983,6.169123829553853,1.1185737956694366
Y11579,0.0609581538492329,0.8141886498945022,0.22520582724521188
Y11580,0.05273711872231185,0.8514720750945606,0.2651122619707954
Y11581,0.018030877514099635,1.2841728555546241,0.9293636910328977
Y11582,0.15038445996172944,3.772461470152296,2.8135351887135034
Y11583,0.059631282489904486,3.212069881900703,1.024630349896067
Y11584,0.10356916551742991,1.762651089969138,1.7790807278592207
Y11585,0.45384647006513273,5.846838513269642,2.514420681409024
Y11586,0.07913410497411745,3.143644984948541,2.3609111821931243
Y11587,0.06617930807123311,1.0849462503752383,0.3042958811617501
Y11588,0.2231853899771443,6.140790518386465,1.7302508590113912
Y11589,0.29020708951402613,4.95066468131245,3.594400914505348
Y11590,0.1598426107249691,4.759512625914621,0.706403051598484
Y11591,0.01740039442341078,3.9369979338493755,1.9411270859691543
Y11592,0.04405930657490379,2.796665638455419,2.3980829468941893
Y11593,0.2111483553218526,6.996675794326297,1.4286757306754228
Y11594,0.019172581231223156,1.0586337533513552,0.3120879563456821
Y11595,1.1295809530846943,19.611720123807633,6.447304517212913
Y11596,0.038025111024493095,2.65751407202018,0.7114090877158883
Y11597,0.05325379176585521,2.0758771462705337,0.48754303032654667
Y11598,0.28720958112904577,6.354855371764678,2.9324693193774363
Y11599,0.3189187032558766,9.812616837416176,0.9623021369986474
Y11600,0.06593820294493873,1.3194369512927226,0.2051720876164789
Y11601,0.21786769624174177,2.1498202285633528,0.9199574134238699
Y11602,0.12819985327430825,2.9960628502893485,1.5880160206168723
Y11603,0.032403524673884194,0.6078879296874999,0.2575840192651667
Y11604,0.1370315684549842,6.46580243177817,2.31881981835016
Y11605,0.3631315720391579,14.617157625130472,1.3515606500368682
Y11606,0.06441528429509132,4.454113808392502,1.9444202947421774
