M4id,SMAPE,MASE,OWA
Y11530,0.37968285435994614,4.775755989792786,1.5024315596993572
Y11531,0.4376099252627648,9.142345902578429,2.197100343081748
Y11532,0.24941949383919462,4.502438230211843,1.64793528188518
Y11533,0.06525500547672271,3.108487037793213,1.3054417265825107
Y11534,0.20480869194334805,4.503958004399422,1.0650486167621684
Y11535,0.09149644807605457,4.028532265287896,0.46108030916129594
Y11536,0.37766989223828556,8.601738742887978,2.2701044828494625
Y11537,0.04069608336353204,2.8333065672291378,1.2108700950847566
Y11538,0.0901433629970449,4.616769992938748,2.7067770078135234
Y11539,0.010919242594302034,0.9491437414101772,0.8235077442661365
Y11540,0.11590561255764091,4.8982811038988405,2.056711406836233
Y11541,0.19250024857501616,5.557365470878009,1.4677248316940972
Y11542,0.12727100044523518,4.741031608055379,1.4899064308686962
Y11543,0.2681845757586203,7.837134541002545,2.7335447267406634
Y11544,0.08938114506776845,5.914990946409665,4.491463683529396
Y11545,0.07168797733057199,1.9376737525437788,0.8525185731901216
Y11546,0.011573376708078453,2.1024841290467347,0.6281373661314089
Y11547,0.07015727856931779,1.4330261836987885,0.880698893028297
Y11548,0.28258627636567707,5.121603174605329,1.8826289533731329
Y11549,0.6636121499034403,7.2307096151151535,1.1227569243335425
Y11550,0.10008577010250469,1.2632482333100759,1.0623958648303287
Y11551,0.05265847655287936,2.5288107325493803,3.004261289371036
Y11552,0.041272301423197204,1.575566335270537,0.3595271343696233
Y11553,0.1060317603886065,2.4614476617771595,0.8276573008184458
Y11554,0.11946235698630146,3.052553937180049,0.7407880797737925
Y11555,0.020341888297408788,1.1126740928414516,0.3366278122202887
Y11556,0.1717749452471926,5.176713219601083,1.1091094305677558
Y11557,0.1420500728403228,7.769161118085813,3.3618170801308143
Y11558,0.27847054368953966,6.147809306407014,1.360384015156689
Y11559,0.038528644593789636,4.506271963183625,8.19584522643904
Y11560,0.045773163348787026,1.911518507706467,0.8055693086925537
Y11561,0.03407887528263122,2.2348364085282575,1.9213394864379865
Y11562,0.09366361049692234,3.2223386105232295,2.186677259279388
Y11563,0.0547032320826879,2.6044076318014344,1.2290282285378025
Y11564,0.03664622855819901,1.5100160215560554,1.8748753626687
Y11565,0.0728103692071102,2.6358842565343514,1.8845357055569631
Y11566,0.10719892287310746,1.6934592978936822,0.5537379502881573
Y11567,0.7307383961559841,3.2679425162747786,1.215706422618301
Y11568,0.12511504064901113,2.0669320715182558,0.673239565746022
Y11569,0.18598328255767416,2.277832705489534,0.8590014194443265
Y11570,0.040371985733309815,0.5244348566646725,0.9834735198163624
Y11571,0.29850991311876535,4.283737721022535,1.3801715127333845
Y11572,0.10281865233723281,4.84438259830577,1.3430764925556296
Y11573,0.04124896904186354,2.1154768741654477,0.7632693950667153
Y11574,0.0879318167001331,1.3184094032491966,0.9493919404616055
Y11575,0.06946755202926254,3.2252549570227464,0.9993004836869437
Y11576,0.24214950689785417,6.9553580867495,1.994243707156955
Y11577,0.06477496756393154,4.652974298850448,2.3282889596552856
Y11578,0.17014422251014946,4.6508237148097,0.8570259984302091
Y11579,0.17696719374925088,2.4772240850403646,0.6688120228361645
Y11580,0.19932644633584798,3.5115745255498814,1.0458404462991182
Y11581,0.021184167916305147,1.519131504211169,1.095639258924718
Y11582,0.09877387477518557,2.405155558802261,1.8200741569140644
Y11583,0.04756859952166274,2.4898183411144754,0.8055571679381304
Y11584,0.053479523605648636,0.9716209585360902,0.9492800094579316
Y11585,0.49303076791554584,9.728658837982188,3.4185648506350663
Y11586,0.15324373265126587,6.351022670658996,4.6728334112983685
Y11587,0.17545195684529813,3.286662598179195,0.8600353123548803
Y11588,0.20635051519573977,5.606389902612683,1.5893189478118706
Y11589,0.14059047966095362,2.181242112129517,1.6570576584765198
Y11590,0.0659425303533366,2.1022595372771993,0.30186732092775537
Y11591,0.016067831726827127,3.628068789046874,1.790631648849415
Y11592,0.07070415881708876,4.555680952499599,3.8777755203605313
Y11593,0.14520294183609975,4.626544220062278,0.9632478111913907
Y11594,0.03257322015035819,1.8452135762758626,0.5371732372173008
Y11595,0.3135693763229387,4.047282978492028,1.5187799181226382
Y11596,0.04501826751872045,3.1919184237918383,0.8483717327888605
Y11597,0.09086824222123045,3.5896133453709096,0.8374209702039596
Y11598,0.10609104220216488,2.0987146045435736,1.0225352208801988
Y11599,0.11798437431052977,3.9363791717012333,0.37102396070863475
Y11600,0.10109733879481732,1.9347998456687205,0.3072881647915738
Y11601,0.27006680526417476,3.369007680961244,1.2772280374976965
Y11602,0.15396791303174287,3.6377064410380435,1.9178254071983383
Y11603,0.09585242495544948,1.8717908565979315,0.7771359990052054
Y11604,0.1298222435784697,6.102447023673242,2.192571518156138
